content,text_tokens_stemmed,Label,Label NB,Label NB Average,Label SVM,Label SVM Average,Label NN
"Tempat luar biasa, staf yang ramah, tetapi masih banyak pekerjaan yang harus diselesaikan. Terutama soal area pejalan kaki & kebersihan, kerapihan lokasi. Secara keseluruhan, ini adalah pengalaman yang luar biasa....",staf ramah kerja selesai area pejal kaki bersih kerapihan lokasi alam,positif,positif,positif,positif,positif,positif
"Kalau cuma mau menikmati binatang dan nonton show2 terjadwalnya, harga tiket 50 ribu sangat value for money. Namun untuk wahana tungganan hewan dan memberi makannya memang agak overprice. Namun sesekali buat pengalaman ya tidak apa2.",nikmat binatang nonton show2 jadwal harga tiket 50 ribu value for money wahana tungganan hewan makan overprice alam ya apa2,positif,positif,positif,positif,positif,positif
Masih proses pengembangan tapi sudah cukup bagus,proses kembang bagus,positif,positif,positif,positif,positif,positif
Bagus untuk wisata edukasi anak,bagus wisata edukasi anak,positif,positif,positif,positif,positif,positif
Pertunjukan lumba2nya sangat bagus. Tp tidak disarankan kesini saat musim hujan.. Becek !!!,tunjuk lumba2nya bagus tp saran kesini musim hujan becek,positif,positif,positif,positif,positif,positif
Wahana menarik yang menampilkan atraksi hewan yang terlatih dengan baik. Berada di tepi pantai yang menyajikan pemandangan laut dengan angin pantai yang berhembus dengan kencang,wahana tarik tampil atraksi hewan latih tepi pantai saji pandang laut angin pantai hembus kencang,positif,positif,positif,positif,positif,positif
"Tempatnya nyaman, ada pertunjukan hewan lumba-lumba, burung dan hewan piaraan lainnya..
tapi saat ini masih proses berkembang. Semoga menjadi destinasi wisata nasional favorit kedepannya..",tempat nyaman tunjuk hewan lumbalumba burung hewan piara lainnyatapi proses kembang moga destinasi wisata nasional favorit depan,positif,positif,positif,positif,positif,positif
"Tempatnya bagus, banyak atraksi menarik untuk anak2, dholpin, burung pemangsa kereen",tempat bagus atraksi tarik anak2 dholpin burung mangsa kereen,positif,positif,positif,positif,positif,positif
mantappp murah bangettzz....,mantappp murah bangettzz,positif,positif,positif,positif,positif,positif
sangat bagus,bagus,positif,positif,positif,positif,positif,positif
"Kesana pas masa pandemi, sekitar 2th lalu.
Pengunjung cuman saya, suami dan anak.
Per orang tiket 40k, total 120rb. Parkir mobil 5rb. …",kesana pas pandemi 2th lalupengunjung cuman suami anakper orang tiket 40k total 120rb parkir mobil 5rb,positif,positif,positif,positif,positif,positif
"Sy datang dalam rombongan wisata anak TK. Kesan pertama sy sangat apresiasi sekali ada tempat rekreasi sebagus ini. Pantai bagus dan terawat pastinya. Apalagi dengan mini kebun binatangnya. Koleksi satwa sudah cukup banyak, mungkin perlu …",sy rombong wisata anak tk kesan sy apresiasi rekreasi bagus pantai bagus awat pasti mini kebun binatang koleksi satwa,positif,positif,positif,positif,positif,positif
"Tempat yg menyenangkan utk anak2 bermain air,pasir, melihat binatang, naik gajah atau unta,melihat berbagai show lumba2, burung, aneka satwa .. atau hny duduk2 saja melihat pantai",yg senang utk anak2 main airpasir binatang gajah untamelihat show lumba2 burung aneka satwa hny duduk2 pantai,positif,positif,positif,positif,positif,positif
Pilihan rekreasi terbaik untuk keluarga,pilih rekreasi baik keluarga,positif,positif,positif,positif,positif,positif
Semoga koleksi binatang nya bertambah....,moga koleksi binatang nya tambah,positif,positif,positif,positif,positif,positif
Lumayan ...wlw tmpt seadanya ...dan banyak fasilitas yg sedang dlm perbaikan,lumayan wlw tmpt ada fasilitas yg dlm baik,positif,positif,positif,positif,positif,positif
Sayang airnya coklat,sayang air coklat,positif,positif,positif,positif,positif,positif
cocok sekali,cocok,positif,positif,positif,positif,positif,positif
"Mantap dah cuman durasi pentas nya dikit"" Kurang lama
Tiket bonus dapat dtukar minum",mantap dah cuman durasi pentas nya dikit lamatiket bonus dtukar minum,positif,positif,positif,positif,positif,positif
Disukai,suka,positif,positif,positif,positif,positif,positif
TPU,tpu,positif,positif,positif,positif,positif,positif
Tempat safari cukup buat ilmu pengetahuan anak2 saat mengisi waktu liburan. Pantai jg bagus. Show2 jg bagus waktu di tampilkan. Hanya saja penamaan hewan n pemeliharaan hewan msh perlu di perbaiki. Rekomen deh 👍 …,safari ilmu tahu anak2 isi libur pantai jg bagus show2 jg bagus tampil nama hewan n pelihara hewan msh baik rekomen deh,positif,positif,positif,positif,positif,positif
"Tempat bagus dan bersih.. Semoga ada tambahan penginapan n area camping,",bagus bersih moga tambah inap n area camping,positif,positif,positif,positif,positif,positif
lumayan,lumayan,positif,positif,positif,positif,positif,positif
Recomended..👍👍👍👍 …,recomended,positif,positif,positif,positif,positif,positif
"Binatangnya tidak banyak, area kecil, kalau keluar parkir harus offroad melewati   jalan tanah penuh semak dan rumput. Tiket mahal, dapat voucher makanan 10 ribu tapi sia2 krn makanannya habis semua. Not recommended.",binatang area parkir offroad lewat jalan tanah penuh semak rumput tiket mahal voucher makan 10 ribu sia2 krn makan habis not recommended,negatif,positif,positif,negatif,positif,positif
"Lumayanlah..
Walau masih renovasi",lumayanlahwalau renovasi,positif,positif,positif,positif,positif,positif
Bagus sekali anak anak sangat senang,bagus anak anak senang,positif,positif,positif,positif,positif,positif
"Tempat nya bagus, buat anak2 bermain dan menambah pengetahuan 👍😍👍 …",nya bagus anak2 main tambah tahu,positif,positif,positif,positif,positif,positif
sial,sial,positif,positif,positif,positif,positif,positif
"Tempat nya nyaman, bersih, terawat.. mungkin di area taman safarinya perlu dibereskan genangan2 airnya.. so far rekomen sekali buat healing jarak dekat..",nya nyaman bersih awat area taman safari beres genangan2 air so far rekomen healing jarak,positif,positif,positif,positif,positif,positif
"Tempat lumayan bagus,anak2 bisa mengenal jenis binatang",lumayan bagusanak2 kenal jenis binatang,positif,positif,positif,positif,positif,positif
"Parkiran bagus, tp sayang akses ke tempat pertujukan Mash tanah, jd klu lg Hujan Beceknya parah, di tambah klu lg banyak pengunjung, untuk ke toilet harus super ngantri. …",parkir bagus tp sayang akses tuju mash tanah jd klu lg hujan becek parah klu lg unjung toilet super ngantri,positif,positif,positif,positif,positif,positif
"Jalan ke kebun binatang tanpa paving sama sekali kl hujan becek parah, parkiran lumayan banyak, koleksi hewan di kebun binatang sedikit banget dan krg terawat, utk pantai lebarnya kecil dan air lautnya coklat tempat bilas 3 biji bntuk …",jalan kebun binatang paving kl hujan becek parah parkir lumayan koleksi hewan kebun binatang banget krg awat utk pantai lebar air laut coklat bilas 3 biji bntuk,negatif,positif,positif,negatif,positif,negatif
Lengkap,lengkap,positif,positif,positif,positif,positif,positif
"Klu blm siap wahananya beserta isinya/hewan , mohon jangan di buka dulu. Tlg jgn tergesa-gesa utk mencari keuntungan semata. Tlg utk dipertimbangkan kembali klu mau buka obyek wisata.",klu blm wahana serta isinyahewan mohon buka tlg jgn tergesagesa utk cari untung tlg utk timbang klu buka obyek wisata,negatif,positif,positif,negatif,positif,negatif
"Kenapa ada larangan tidak boleh membawa makanan dr luar,sedang didalam aja yg jualan bisa dihitung dengan jari tangan yg beli sampai antri2,harus nunggu lama.tolong agar lebih diperbaiki.",larang bawa makan dr luarsedang dalam aja yg jual hitung jari tangan yg beli antri2harus nunggu lamatolong baik,negatif,positif,positif,negatif,positif,positif
Area pantai nya oke juga. Tersedia tenant makanan dengan harga terjangkau. Toilet dan musholla juga bersih.,area pantai nya oke sedia tenant makan harga jangkau toilet musholla bersih,positif,positif,positif,positif,positif,positif
"Pantai yang indah dan fasilitasnya sangat lengkap, disini kebersihan sangat diperhatikan oleh pengelelolanya.
Banyak satwa juga disini yang dapat dijadikan sarana pembelajaran bagi anak anak.",pantai indah fasilitas lengkap bersih perhati pengelelolanyabanyak satwa jadi sarana ajar anak anak,positif,positif,positif,positif,positif,positif
Taman safari nya Jateng...jossss,taman safari nya jatengjossss,positif,positif,positif,positif,positif,positif
Mantap,mantap,positif,positif,positif,positif,positif,positif
Tempat yang recommended untuk wisata keluarga dengan hiburan ikan lumba² dan satwa lainnya.,recommended wisata keluarga hibur ikan lumba satwa,positif,positif,positif,positif,positif,positif
"Cocok untuk sekeluarga, terlebih untuk anak2 tk - sd",cocok keluarga anak2 tk sd,positif,positif,positif,positif,positif,positif
"Kami berkunjung sore hari sekitar pukul 15.00. Kebetulan waktu itu pertunjukan Lumba2nya akan dimulai dan itu ada di sisi barat. Setelah pertunjukan Lumba2 selesai geser sedikit ke timur, ada pertunjukan aneka satwa. Pertunjukan aneka …",kunjung sore 1500 tunjuk lumba2nya sisi barat tunjuk lumba2 selesai geser timur tunjuk aneka satwa tunjuk aneka,positif,positif,positif,positif,positif,positif
Pelayanan bagus bangett sama tempatnya fantastis,layan bagus bangett tempat fantastis,positif,positif,positif,positif,positif,positif
Cocok untuk rekreasi bersama keluarga. Parkir luas.,cocok rekreasi keluarga parkir luas,positif,positif,positif,positif,positif,positif
Jaga keanekaragaman satwa & alam kita,jaga keanekaragaman satwa alam,positif,positif,positif,positif,positif,positif
Makin bagus...dr yg terakhir kesini,bagusdr yg kesini,positif,positif,positif,positif,positif,positif
"Tempatnya luas dan sejuk, tiket masuknya 50k per orang setiap pembelian 2 yiket bisa dituker makanan dimsum, somay, porsinyapun banyak dan enak",tempat luas sejuk tiket masuk 50k orang beli 2 yiket dituker makan dimsum somay porsi enak,positif,positif,positif,positif,positif,positif
"Bagus sekali pelayanannya. Pesan tiket via online, krn dr info di ig-nya ada promo mendapatkan hot/ice tea, dan 2 kupon free feeding bird. Kebetulan e tiket tidak langsung masuk, hub via cs di wa, dicek sudah masuk dan bisa dipakai saat …",bagus layan pesan tiket via online krn dr info ignya promo hotice tea 2 kupon free feeding bird e tiket langsung masuk hub via cs wa cek masuk pakai,positif,positif,positif,positif,positif,positif
Pantai bersih tapi lebih baik gak berenang karena tempat bilas gak memadai. Keran gak keluar air. Di kamar mandi juga gak ada tempat bilas khusus. Jadi agak repot untuk bilas. Kebun binatang gak terlalu luas tapi lumayan lengkap. Harga …,pantai bersih gak renang bilas gak pada keran gak air kamar mandi gak bilas khusus repot bilas kebun binatang gak luas lumayan lengkap harga,positif,positif,positif,positif,positif,positif
Masih perlu bnyk pembenahan,bnyk benah,positif,positif,positif,positif,positif,positif
Rekomendasi buat jalan2. Kualitas nya bagus,rekomendasi jalan2 kualitas nya bagus,positif,positif,positif,positif,positif,positif
"SAFARI BEACH JATENG
Atau lebih dikenal dengan Dolphin Center Batang - Jawa Tengah. Salah satu destinasi wisata edukasi dan alam. Dikelola oleh Taman Safari Indonesia. Sudah pasti …",safari beach jatengatau kenal dolphin center batang jawa salah destinasi wisata edukasi alam kelola taman safari indonesia,positif,positif,positif,positif,positif,positif
"Taman Safari Jawa tengah, tempat bersih, fasilitas termasuk makanan minuman bnyk pilihan. HTM sdh komplit 3 wahana hiburan di dalmnya.",taman safari jawa bersih fasilitas makan minum bnyk pilih htm sdh komplit 3 wahana hibur dalmnya,positif,positif,positif,positif,positif,positif
mantap,mantap,positif,positif,positif,positif,positif,positif
Cocok buat keluarga tiket 50 worth it dapat kupon tuker makan,cocok keluarga tiket 50 worth it kupon tuker makan,positif,positif,positif,positif,positif,positif
Lagi ada pembangunan wahana baru mungkin,bangun wahana,positif,positif,positif,positif,positif,positif
"Cukup menyenangkan anak anak.
Ada mini zoee
Pertunjukan lomba lomba …",senang anak anakada mini zoeepertunjukan lomba lomba,positif,positif,positif,positif,positif,positif
Cukup sepadan dengan harga,padan harga,positif,positif,positif,positif,positif,positif
Luar biasa,,positif,positif,positif,positif,positif,positif
"Ada pertunjukan hewan2 yg sudah terlatih, terutama untuk lumba2 nya, tempatnya asik dan bersih
Bener-bener Recomended buat yg mau refreshing..",tunjuk hewan2 yg latih lumba2 nya tempat asik bersihbenerbener recomended yg refreshing,positif,positif,positif,positif,positif,positif
Tempat yg nyaman buat wisata keluarga,yg nyaman wisata keluarga,positif,positif,positif,positif,positif,positif
"Binatangnya kurang bnyak, tempatnya jg tdk trllu bersih, tp menarik ada pentas lumba2",binatang bnyak tempat jg tdk trllu bersih tp tarik pentas lumba2,positif,positif,positif,positif,positif,positif
Bagus,bagus,positif,positif,positif,positif,positif,positif
Recomended,recomended,positif,positif,positif,positif,positif,positif
keren,keren,positif,positif,positif,positif,positif,positif
"Pantai dimana banyak perahu nelayan dan kapal tongkang, kapal tugboat, kapal tengker berlabuh dan buang jangkar",pantai mana perahu nelayan kapal tongkang kapal tugboat kapal tengker labuh buang jangkar,positif,positif,positif,positif,positif,positif
Tempat nya asik untuk keluarga,nya asik keluarga,positif,positif,positif,positif,positif,positif
Cukup menarik dan tampaknya terus dikembangkan wahana2 baru,tarik kembang wahana2,positif,positif,positif,positif,positif,positif
Seruuu..tempatnya,seruuutempatnya,positif,positif,positif,positif,positif,positif
Semoga cepat selesai renov nya,moga cepat selesai renov nya,positif,positif,positif,positif,positif,positif
Harga lumayan...tempat yg lama kurang terawat ..masih tahap pengembangan,harga lumayantempat yg awat tahap kembang,positif,positif,positif,positif,positif,positif
"24 desember 2022

harga tiket masuk area pantai @5.000 …",24 desember 2022harga tiket masuk area pantai 000,positif,positif,positif,positif,positif,positif
"Tempat ini masih sangat baru jadi maklum jika belum banyak wahana dan beberapa tempat masih dalam proses pembangunan dan perbaikan. So far, anak saya sangat menyukai nya apalagi dia menyukai gajah, unta, kelinci, burung, lumba-lumba, kuda, …",maklum wahana proses bangun baik so far anak suka nya suka gajah unta kelinci burung lumbalumba kuda,positif,positif,positif,positif,positif,positif
Bagus untuk wisata keluarga,bagus wisata keluarga,positif,positif,positif,positif,positif,positif
"Asik sekali,cuma kalo bisa tiketnya d murahi sediKit 😀😀😀 …",asik sekalicuma kalo tiket d murah,positif,positif,positif,positif,positif,positif
"Januari 2023
hTM 60k dapat free kupon makanan senilai 10k.
Tempat bersih tersedia banyak tempat sampah. …",januari 2023htm 60k free kupon makan nila 10ktempat bersih sedia sampah,positif,positif,positif,positif,positif,positif
"Satu satunya taman safari yg ada di Jateng, menurut saya sudah cukup baik walau masih dalam taraf pengambangan, mohon untuk di perhatikan dan di tambah untuk fasilitas umum seperti toilet dan musholla nya di perluas. Karena kalau waktu weekend banyak sekali pengunjungnya, serta perlu lebih di tingkatkan untuk kebersihan toiletnya.",satu taman safari yg jateng taraf ambang mohon perhati fasilitas toilet musholla nya luas weekend unjung tingkat bersih toilet,positif,positif,positif,positif,positif,positif
